ID;NMT;anio;mes;dia;LAEQ;LAS01;LAS10;LAS50;LAS90;LAS99;tipo_D;tipo_E;tipo_N;tipo_T
602;3;2014;1;7;60.7;69.6;63.5;57.7;53.0;49.4;0.0;1.0;0.0;0.0
603;3;2014;1;7;55.7;66.1;58.4;51.7;46.9;44.0;0.0;0.0;1.0;0.0
604;3;2014;1;7;61.2;71.0;64.6;57.3;49.4;45.1;0.0;0.0;0.0;1.0
701;3;2014;1;8;61.8;70.9;64.8;58.7;53.4;49.5;1.0;0.0;0.0;0.0
702;3;2014;1;8;60.2;67.8;62.8;57.4;53.4;50.4;0.0;1.0;0.0;0.0
703;3;2014;1;8;56.5;66.2;59.8;52.1;47.5;44.7;0.0;0.0;1.0;0.0
704;3;2014;1;8;60.3;69.6;63.5;56.6;49.9;45.8;0.0;0.0;0.0;1.0
801;3;2014;1;9;60.9;69.7;64.2;58.2;53.4;49.9;1.0;0.0;0.0;0.0
802;3;2014;1;9;60.4;69.3;63.6;57.7;53.1;50.1;0.0;1.0;0.0;0.0
803;3;2014;1;9;56.9;66.2;60.1;53.3;48.9;45.9;0.0;0.0;1.0;0.0
804;3;2014;1;9;59.8;68.9;63.4;56.7;51.0;47.0;0.0;0.0;0.0;1.0
901;3;2014;1;10;61.0;70.3;63.9;57.8;53.7;51.0;1.0;0.0;0.0;0.0
902;3;2014;1;10;62.3;68.9;63.7;58.8;54.9;52.5;0.0;1.0;0.0;0.0
903;3;2014;1;10;59.2;67.6;61.2;55.1;50.4;46.8;0.0;0.0;1.0;0.0
904;3;2014;1;10;60.8;69.5;63.2;57.3;52.6;48.7;0.0;0.0;0.0;1.0
1001;3;2014;1;11;60.3;68.5;63.4;58.2;53.3;49.1;1.0;0.0;0.0;0.0
1002;3;2014;1;11;61.1;67.8;63.7;59.8;56.7;54.4;0.0;1.0;0.0;0.0
1003;3;2014;1;11;64.5;69.4;64.5;60.1;55.1;51.4;0.0;0.0;1.0;0.0
1004;3;2014;1;11;62.5;68.9;63.9;59.3;54.5;50.1;0.0;0.0;0.0;1.0
1101;3;2014;1;12;59.5;67.1;62.7;57.0;51.9;47.9;1.0;0.0;0.0;0.0
1102;3;2014;1;12;59.2;66.9;62.6;56.8;52.7;49.9;0.0;1.0;0.0;0.0
1103;3;2014;1;12;62.0;69.3;64.0;59.4;54.8;50.1;0.0;0.0;1.0;0.0
1104;3;2014;1;12;60.0;67.7;63.1;57.7;52.4;48.4;0.0;0.0;0.0;1.0
1201;3;2014;1;13;61.4;69.9;64.1;58.1;53.9;50.8;1.0;0.0;0.0;0.0
1202;3;2014;1;13;60.1;68.5;63.1;57.6;53.2;49.0;0.0;1.0;0.0;0.0
1203;3;2014;1;13;57.5;67.4;60.5;53.7;49.4;46.5;0.0;0.0;1.0;0.0
1204;3;2014;1;13;60.2;69.0;63.3;56.7;51.3;47.3;0.0;0.0;0.0;1.0
1301;3;2014;1;14;62.8;72.2;66.0;59.1;54.4;51.1;1.0;0.0;0.0;0.0
1302;3;2014;1;14;62.1;69.0;63.5;57.4;52.8;49.1;0.0;1.0;0.0;0.0
1303;3;2014;1;14;57.1;67.6;59.9;51.8;46.9;44.4;0.0;0.0;1.0;0.0
1304;3;2014;1;14;61.4;70.8;64.5;56.9;49.4;45.3;0.0;0.0;0.0;1.0
1401;3;2014;1;15;61.0;69.6;64.0;58.2;53.8;50.3;1.0;0.0;0.0;0.0
1402;3;2014;1;15;67.7;77.1;69.9;61.4;54.9;50.8;0.0;1.0;0.0;0.0
1403;3;2014;1;15;55.6;65.7;58.8;51.5;46.6;43.4;0.0;0.0;1.0;0.0
1404;3;2014;1;15;62.4;72.1;64.5;56.9;49.3;44.8;0.0;0.0;0.0;1.0
1501;3;2014;1;16;61.5;70.5;64.6;58.6;54.3;51.1;1.0;0.0;0.0;0.0
1502;3;2014;1;16;64.2;73.4;67.7;61.1;55.1;51.5;0.0;1.0;0.0;0.0
1503;3;2014;1;16;56.4;66.0;59.6;52.9;48.5;45.3;0.0;0.0;1.0;0.0
1504;3;2014;1;16;61.1;70.8;64.6;57.3;51.0;46.6;0.0;0.0;0.0;1.0
1601;3;2014;1;17;63.7;70.7;64.5;58.5;54.0;51.2;1.0;0.0;0.0;0.0
1602;3;2014;1;17;61.6;70.6;64.6;59.1;55.4;53.3;0.0;1.0;0.0;0.0
1603;3;2014;1;17;59.3;68.4;62.7;56.2;51.1;47.4;0.0;0.0;1.0;0.0
1604;3;2014;1;17;62.4;69.9;64.1;58.1;53.1;49.1;0.0;0.0;0.0;1.0
1701;3;2014;1;18;61.1;68.8;64.2;58.3;53.2;49.1;1.0;0.0;0.0;0.0
1702;3;2014;1;18;62.5;68.9;64.3;59.5;55.8;53.8;0.0;1.0;0.0;0.0
1703;3;2014;1;18;62.1;69.7;64.8;59.8;55.2;51.1;0.0;0.0;1.0;0.0
1704;3;2014;1;18;61.7;69.1;64.5;59.0;54.2;49.9;0.0;0.0;0.0;1.0
1801;3;2014;1;19;60.3;67.7;63.2;56.7;52.0;47.9;1.0;0.0;0.0;0.0
1802;3;2014;1;19;59.1;67.5;62.7;56.3;52.1;48.7;0.0;1.0;0.0;0.0
1803;3;2014;1;19;62.6;70.1;65.2;60.9;55.8;50.8;0.0;0.0;1.0;0.0
1804;3;2014;1;19;61.0;68.6;64.0;58.1;52.2;48.1;0.0;0.0;0.0;1.0
1901;3;2014;1;20;61.5;69.8;64.4;57.9;53.4;50.0;1.0;0.0;0.0;0.0
1902;3;2014;1;20;60.6;69.3;63.3;57.6;53.2;49.7;0.0;1.0;0.0;0.0
1903;3;2014;1;20;57.0;66.9;60.0;52.8;48.5;45.7;0.0;0.0;1.0;0.0
1904;3;2014;1;20;60.3;69.0;63.4;56.3;50.6;46.8;0.0;0.0;0.0;1.0
2001;3;2014;1;21;61.7;70.8;64.5;58.4;53.6;50.3;1.0;0.0;0.0;0.0
2002;3;2014;1;21;61.2;68.8;64.7;59.1;54.8;52.2;0.0;1.0;0.0;0.0
2003;3;2014;1;21;56.0;66.2;59.1;51.4;46.4;43.5;0.0;0.0;1.0;0.0
2004;3;2014;1;21;60.5;69.4;63.8;57.0;49.3;44.5;0.0;0.0;0.0;1.0
2101;3;2014;1;22;61.3;70.0;64.6;58.6;54.1;51.2;1.0;0.0;0.0;0.0
2102;3;2014;1;22;61.0;70.2;64.2;58.5;54.2;51.2;0.0;1.0;0.0;0.0
2103;3;2014;1;22;58.2;67.4;61.6;54.6;49.1;45.5;0.0;0.0;1.0;0.0
2104;3;2014;1;22;60.4;69.5;63.8;57.2;51.8;46.9;0.0;0.0;0.0;1.0
2201;3;2014;1;23;61.1;69.6;64.3;58.4;53.7;49.3;1.0;0.0;0.0;0.0
2202;3;2014;1;23;61.5;70.7;64.1;58.3;54.2;51.7;0.0;1.0;0.0;0.0
2203;3;2014;1;23;58.3;67.8;61.5;54.9;50.2;45.9;0.0;0.0;1.0;0.0
2204;3;2014;1;23;60.6;69.9;63.8;57.3;52.2;47.3;0.0;0.0;0.0;1.0
2301;3;2014;1;24;64.3;73.5;65.7;59.1;54.4;51.0;1.0;0.0;0.0;0.0
2302;3;2014;1;24;63.8;70.3;64.4;60.0;56.7;54.7;0.0;1.0;0.0;0.0
2303;3;2014;1;24;59.7;69.9;62.8;56.7;52.2;48.3;0.0;0.0;1.0;0.0
2304;3;2014;1;24;63.1;72.1;64.5;58.7;53.9;49.8;0.0;0.0;0.0;1.0
2401;3;2014;1;25;60.5;68.3;63.3;58.0;53.1;48.4;1.0;0.0;0.0;0.0
2402;3;2014;1;25;62.3;69.5;64.6;60.7;57.6;55.6;0.0;1.0;0.0;0.0
2403;3;2014;1;25;62.3;69.6;65.2;60.6;55.5;50.1;0.0;0.0;1.0;0.0
2404;3;2014;1;25;61.5;68.9;64.3;59.4;54.2;49.3;0.0;0.0;0.0;1.0
2501;3;2014;1;26;60.1;68.0;63.2;57.7;53.1;49.4;1.0;0.0;0.0;0.0
2502;3;2014;1;26;59.5;67.4;62.7;57.1;53.2;50.5;0.0;1.0;0.0;0.0
2503;3;2014;1;26;62.1;69.2;64.8;60.8;56.5;53.8;0.0;0.0;1.0;0.0
2504;3;2014;1;26;60.7;68.5;63.9;58.8;53.5;49.6;0.0;0.0;0.0;1.0
2601;3;2014;1;27;61.5;70.1;64.0;58.0;53.4;50.2;1.0;0.0;0.0;0.0
2602;3;2014;1;27;60.1;69.0;63.0;57.3;52.9;50.0;0.0;1.0;0.0;0.0
2603;3;2014;1;27;57.4;66.4;60.5;54.1;50.0;47.1;0.0;0.0;1.0;0.0
2604;3;2014;1;27;60.2;69.0;63.0;56.6;51.5;47.7;0.0;0.0;0.0;1.0
2701;3;2014;1;28;62.0;71.3;64.8;58.9;54.7;50.7;1.0;0.0;0.0;0.0
2702;3;2014;1;28;59.5;67.5;62.9;57.0;52.3;48.5;0.0;1.0;0.0;0.0
2703;3;2014;1;28;56.4;66.3;59.7;52.4;47.4;44.2;0.0;0.0;1.0;0.0
2704;3;2014;1;28;60.4;69.8;63.6;56.9;50.1;45.4;0.0;0.0;0.0;1.0
2801;3;2014;1;29;61.5;70.2;64.5;58.9;54.4;50.4;1.0;0.0;0.0;0.0
2802;3;2014;1;29;60.8;69.4;63.9;58.3;53.8;50.1;0.0;1.0;0.0;0.0
2803;3;2014;1;29;56.5;66.6;59.7;52.5;47.9;45.3;0.0;0.0;1.0;0.0
2804;3;2014;1;29;60.2;69.3;63.6;57.2;50.3;46.2;0.0;0.0;0.0;1.0
2901;3;2014;1;30;61.2;70.3;64.2;58.4;53.6;48.3;1.0;0.0;0.0;0.0
2902;3;2014;1;30;61.0;69.0;63.5;58.3;54.3;52.1;0.0;1.0;0.0;0.0
2903;3;2014;1;30;57.8;66.6;60.7;54.4;49.5;45.4;0.0;0.0;1.0;0.0
2904;3;2014;1;30;60.3;69.3;63.3;57.3;51.7;46.8;0.0;0.0;0.0;1.0
3001;3;2014;1;31;61.8;70.6;64.7;58.9;54.5;51.2;1.0;0.0;0.0;0.0
3002;3;2014;1;31;61.1;68.7;63.7;59.1;55.9;53.8;0.0;1.0;0.0;0.0
3003;3;2014;1;31;63.8;69.9;64.1;58.8;52.5;46.4;0.0;0.0;1.0;0.0
3004;3;2014;1;31;62.5;70.1;64.4;59.0;54.4;48.4;0.0;0.0;0.0;1.0
3101;3;2014;2;1;59.9;68.0;63.1;57.8;52.9;48.3;1.0;0.0;0.0;0.0
3102;3;2014;2;1;60.7;67.9;63.1;59.3;56.0;53.3;0.0;1.0;0.0;0.0
3103;3;2014;2;1;62.2;69.9;64.8;60.7;55.5;51.2;0.0;0.0;1.0;0.0
3104;3;2014;2;1;60.9;68.8;63.9;59.1;54.0;49.2;0.0;0.0;0.0;1.0
3201;3;2014;2;2;59.4;67.0;62.7;57.1;52.1;48.2;1.0;0.0;0.0;0.0
3202;3;2014;2;2;58.6;66.4;62.0;56.4;52.1;48.5;0.0;1.0;0.0;0.0
3203;3;2014;2;2;61.5;68.8;64.4;59.6;54.7;50.5;0.0;0.0;1.0;0.0
3204;3;2014;2;2;60.0;67.7;63.3;57.7;52.3;48.1;0.0;0.0;0.0;1.0
3301;3;2014;2;3;61.2;69.6;64.3;58.1;53.8;50.3;1.0;0.0;0.0;0.0
3302;3;2014;2;3;60.0;68.7;63.5;57.1;52.4;48.8;0.0;1.0;0.0;0.0
3303;3;2014;2;3;56.9;66.6;59.7;52.8;48.6;45.9;0.0;0.0;1.0;0.0
3304;3;2014;2;3;60.0;68.9;63.4;56.4;50.8;46.8;0.0;0.0;0.0;1.0
3401;3;2014;2;4;61.2;69.6;64.5;58.6;53.8;49.5;1.0;0.0;0.0;0.0
3402;3;2014;2;4;60.2;68.5;63.5;57.1;53.0;50.5;0.0;1.0;0.0;0.0
3403;3;2014;2;4;56.4;67.5;59.4;51.6;45.4;42.1;0.0;0.0;1.0;0.0
3404;3;2014;2;4;59.9;68.8;63.5;56.5;49.0;43.1;0.0;0.0;0.0;1.0
3501;3;2014;2;5;62.0;70.4;65.3;59.5;54.8;51.8;1.0;0.0;0.0;0.0
3502;3;2014;2;5;59.9;67.8;63.1;57.8;53.8;51.5;0.0;1.0;0.0;0.0
3503;3;2014;2;5;57.6;66.9;60.7;54.0;49.4;46.8;0.0;0.0;1.0;0.0
3504;3;2014;2;5;60.7;69.5;64.1;57.6;51.8;47.6;0.0;0.0;0.0;1.0
3601;3;2014;2;6;61.4;69.7;64.4;58.8;54.5;51.1;1.0;0.0;0.0;0.0
3602;3;2014;2;6;66.8;82.0;65.9;59.9;55.8;52.9;0.0;1.0;0.0;0.0
3603;3;2014;2;6;58.8;67.3;62.1;56.1;51.0;46.8;0.0;0.0;1.0;0.0
3604;3;2014;2;6;62.4;70.1;64.3;58.2;53.2;48.5;0.0;0.0;0.0;1.0
3701;3;2014;2;7;62.3;71.3;65.3;59.3;54.4;50.2;1.0;0.0;0.0;0.0
3702;3;2014;2;7;62.4;70.9;64.6;60.1;56.5;54.4;0.0;1.0;0.0;0.0
3703;3;2014;2;7;60.2;69.0;63.5;57.4;52.7;48.7;0.0;0.0;1.0;0.0
3704;3;2014;2;7;61.7;70.5;64.7;59.0;54.2;50.0;0.0;0.0;0.0;1.0
3801;3;2014;2;8;63.8;77.3;64.1;57.9;53.6;50.4;1.0;0.0;0.0;0.0
3802;3;2014;2;8;65.1;73.8;68.9;62.3;57.2;54.1;0.0;1.0;0.0;0.0
3803;3;2014;2;8;61.6;69.2;64.6;59.6;55.6;52.2;0.0;0.0;1.0;0.0
3804;3;2014;2;8;63.5;75.3;65.4;59.2;54.4;51.0;0.0;0.0;0.0;1.0
3901;3;2014;2;9;60.8;68.8;64.0;57.6;52.4;47.7;1.0;0.0;0.0;0.0
3902;3;2014;2;9;60.0;68.0;63.6;57.4;53.0;50.2;0.0;1.0;0.0;0.0
3903;3;2014;2;9;62.7;70.2;65.0;60.6;55.5;51.9;0.0;0.0;1.0;0.0
3904;3;2014;2;9;61.4;69.1;64.4;58.6;53.1;49.0;0.0;0.0;0.0;1.0
4001;3;2014;2;10;61.4;69.9;64.8;58.7;54.3;51.1;1.0;0.0;0.0;0.0
4002;3;2014;2;10;60.2;68.6;63.3;57.6;52.6;48.4;0.0;1.0;0.0;0.0
4003;3;2014;2;10;57.5;67.1;60.5;53.6;49.2;45.7;0.0;0.0;1.0;0.0
4004;3;2014;2;10;60.2;69.2;63.7;57.0;51.1;47.0;0.0;0.0;0.0;1.0
4101;3;2014;2;11;62.2;70.5;65.7;59.5;54.8;51.5;1.0;0.0;0.0;0.0
4102;3;2014;2;11;60.1;68.5;63.8;57.5;52.1;48.3;0.0;1.0;0.0;0.0
4103;3;2014;2;11;57.3;67.0;60.5;53.5;48.3;45.0;0.0;0.0;1.0;0.0
4104;3;2014;2;11;60.7;69.6;64.5;57.4;50.8;46.2;0.0;0.0;0.0;1.0
4201;3;2014;2;12;61.6;70.1;64.7;58.8;54.2;51.1;1.0;0.0;0.0;0.0
4202;3;2014;2;12;61.1;69.1;64.5;58.8;53.6;50.4;0.0;1.0;0.0;0.0
4203;3;2014;2;12;57.0;67.2;60.2;53.0;47.9;43.7;0.0;0.0;1.0;0.0
4204;3;2014;2;12;60.5;69.2;63.9;57.2;50.9;45.4;0.0;0.0;0.0;1.0
4301;3;2014;2;13;61.9;71.0;64.6;58.7;54.2;50.0;1.0;0.0;0.0;0.0
4302;3;2014;2;13;61.0;69.5;64.1;58.7;54.6;51.5;0.0;1.0;0.0;0.0
4303;3;2014;2;13;59.1;67.7;62.0;55.3;49.8;45.3;0.0;0.0;1.0;0.0
4304;3;2014;2;13;61.0;69.8;63.9;57.8;52.4;47.0;0.0;0.0;0.0;1.0
4401;3;2014;2;14;61.5;69.7;64.4;59.1;54.7;51.7;1.0;0.0;0.0;0.0
4402;3;2014;2;14;62.1;69.3;64.7;60.6;57.5;55.7;0.0;1.0;0.0;0.0
4403;3;2014;2;14;59.2;68.4;62.3;56.4;52.1;49.2;0.0;0.0;1.0;0.0
4404;3;2014;2;14;61.1;69.3;64.1;58.8;53.9;50.3;0.0;0.0;0.0;1.0
4501;3;2014;2;15;61.7;68.8;63.9;58.0;53.7;50.2;1.0;0.0;0.0;0.0
4502;3;2014;2;15;63.1;70.4;65.2;60.8;56.9;55.1;0.0;1.0;0.0;0.0
4503;3;2014;2;15;63.0;70.5;65.8;61.2;56.0;51.0;0.0;0.0;1.0;0.0
4504;3;2014;2;15;62.3;69.7;64.9;59.5;54.5;50.7;0.0;0.0;0.0;1.0
4601;3;2014;2;16;60.4;68.4;63.3;57.6;52.6;48.8;1.0;0.0;0.0;0.0
4602;3;2014;2;16;59.8;68.1;62.8;57.1;52.7;49.2;0.0;1.0;0.0;0.0
4603;3;2014;2;16;62.0;69.7;64.8;60.3;55.7;51.8;0.0;0.0;1.0;0.0
4604;3;2014;2;16;60.9;68.9;63.8;58.4;52.9;48.9;0.0;0.0;0.0;1.0
4701;3;2014;2;17;61.2;69.6;64.1;58.5;53.7;50.1;1.0;0.0;0.0;0.0
4702;3;2014;2;17;60.6;68.9;63.8;57.9;53.0;49.4;0.0;1.0;0.0;0.0
4703;3;2014;2;17;57.2;66.8;60.0;52.9;48.5;45.5;0.0;0.0;1.0;0.0
4704;3;2014;2;17;60.1;68.8;63.3;56.8;50.6;46.5;0.0;0.0;0.0;1.0
4801;3;2014;2;18;61.0;69.7;64.1;58.3;53.6;49.5;1.0;0.0;0.0;0.0
4802;3;2014;2;18;61.1;69.5;64.2;58.6;54.1;51.3;0.0;1.0;0.0;0.0
4803;3;2014;2;18;56.0;66.3;58.4;50.1;44.2;41.7;0.0;0.0;1.0;0.0
4804;3;2014;2;18;59.9;69.0;63.3;56.7;47.6;42.5;0.0;0.0;0.0;1.0
4901;3;2014;2;19;61.1;69.9;64.1;58.3;54.0;50.0;1.0;0.0;0.0;0.0
4902;3;2014;2;19;60.6;68.9;63.9;58.1;53.8;50.7;0.0;1.0;0.0;0.0
4903;3;2014;2;19;56.9;66.2;60.0;52.9;47.0;41.6;0.0;0.0;1.0;0.0
4904;3;2014;2;19;60.0;69.0;63.3;56.8;50.1;43.8;0.0;0.0;0.0;1.0
5001;3;2014;2;20;61.3;69.8;64.3;58.4;54.0;50.3;1.0;0.0;0.0;0.0
5002;3;2014;2;20;60.7;68.8;63.9;58.3;54.0;51.2;0.0;1.0;0.0;0.0
5003;3;2014;2;20;58.0;67.8;60.8;54.3;49.5;45.4;0.0;0.0;1.0;0.0
5004;3;2014;2;20;60.3;69.1;63.5;57.2;51.7;47.0;0.0;0.0;0.0;1.0
5100;3;2014;2;21;61.5;70.3;64.6;58.5;53.8;50.7;1.0;0.0;0.0;0.0
5101;3;2014;2;21;62.4;70.8;64.8;59.7;55.8;53.5;0.0;1.0;0.0;0.0
5102;3;2014;2;21;59.1;67.8;62.4;56.6;51.3;46.6;0.0;0.0;1.0;0.0
5103;3;2014;2;21;61.1;69.8;64.1;58.2;53.4;48.6;0.0;0.0;0.0;1.0
5200;3;2014;2;22;60.3;68.6;63.5;57.9;53.4;50.3;1.0;0.0;0.0;0.0
5201;3;2014;2;22;61.9;69.0;64.2;60.4;57.2;54.5;0.0;1.0;0.0;0.0
5202;3;2014;2;22;64.2;70.8;65.5;60.7;55.4;51.2;0.0;0.0;1.0;0.0
5203;3;2014;2;22;62.3;69.6;64.5;59.4;54.4;50.9;0.0;0.0;0.0;1.0
5300;3;2014;2;23;60.0;68.8;63.1;57.2;52.9;49.3;1.0;0.0;0.0;0.0
5301;3;2014;2;23;58.6;66.9;61.7;56.2;52.6;50.3;0.0;1.0;0.0;0.0
5302;3;2014;2;23;65.4;72.6;65.7;60.9;56.3;50.9;0.0;0.0;1.0;0.0
5303;3;2014;2;23;62.4;70.2;64.1;58.1;52.9;49.2;0.0;0.0;0.0;1.0
5400;3;2014;2;24;61.3;69.6;64.3;58.3;53.8;49.4;1.0;0.0;0.0;0.0
5401;3;2014;2;24;60.4;68.6;63.6;57.9;52.9;49.3;0.0;1.0;0.0;0.0
5402;3;2014;2;24;56.9;66.6;59.5;52.8;48.7;46.2;0.0;0.0;1.0;0.0
5403;3;2014;2;24;60.0;68.8;63.4;56.7;50.6;46.9;0.0;0.0;0.0;1.0
5500;3;2014;2;25;61.7;70.6;64.7;59.0;54.5;50.6;1.0;0.0;0.0;0.0
5501;3;2014;2;25;60.7;69.5;63.7;57.8;53.3;50.3;0.0;1.0;0.0;0.0
5502;3;2014;2;25;55.7;66.6;58.5;50.9;45.6;42.4;0.0;0.0;1.0;0.0
5503;3;2014;2;25;60.3;69.5;63.6;56.9;48.7;43.5;0.0;0.0;0.0;1.0
5600;3;2014;2;26;62.1;70.6;65.0;58.9;54.2;51.3;1.0;0.0;0.0;0.0
5601;3;2014;2;26;60.9;70.3;63.7;58.1;53.6;50.4;0.0;1.0;0.0;0.0
5602;3;2014;2;26;57.0;66.4;60.3;53.8;48.9;44.0;0.0;0.0;1.0;0.0
5603;3;2014;2;26;60.8;69.8;63.9;57.3;51.4;46.0;0.0;0.0;0.0;1.0
5700;3;2014;2;27;61.5;69.9;64.2;58.8;54.0;49.4;1.0;0.0;0.0;0.0
5701;3;2014;2;27;60.8;68.8;63.6;58.3;54.2;51.9;0.0;1.0;0.0;0.0
5702;3;2014;2;27;55.9;66.0;59.1;51.0;45.1;41.8;0.0;0.0;1.0;0.0
5703;3;2014;2;27;60.1;69.0;63.3;57.0;48.4;43.0;0.0;0.0;0.0;1.0
5800;3;2014;2;28;62.0;70.0;65.5;59.6;54.9;51.1;1.0;0.0;0.0;0.0
5801;3;2014;2;28;62.2;70.9;64.7;59.8;55.8;53.1;0.0;1.0;0.0;0.0
5802;3;2014;2;28;57.6;67.5;60.6;53.2;48.1;44.9;0.0;0.0;1.0;0.0
5803;3;2014;2;28;61.1;69.8;64.4;58.2;51.0;46.1;0.0;0.0;0.0;1.0
5900;3;2014;3;1;60.6;68.3;63.9;58.4;53.9;49.7;1.0;0.0;0.0;0.0
5901;3;2014;3;1;60.4;67.1;63.1;58.5;55.4;53.3;0.0;1.0;0.0;0.0
5902;3;2014;3;1;60.5;68.6;63.2;57.5;53.1;49.7;0.0;0.0;1.0;0.0
5903;3;2014;3;1;60.6;68.2;63.6;58.3;53.9;50.0;0.0;0.0;0.0;1.0
6000;3;2014;3;2;59.7;67.8;62.8;57.0;52.7;49.6;1.0;0.0;0.0;0.0
6001;3;2014;3;2;59.8;66.9;62.2;56.7;52.4;48.3;0.0;1.0;0.0;0.0
6002;3;2014;3;2;61.0;68.7;63.5;58.4;54.5;52.0;0.0;0.0;1.0;0.0
6003;3;2014;3;2;60.1;68.0;62.9;57.3;52.8;49.0;0.0;0.0;0.0;1.0
6100;3;2014;3;3;63.9;70.5;64.7;59.0;54.2;50.3;1.0;0.0;0.0;0.0
6101;3;2014;3;3;60.1;68.5;63.0;57.7;53.6;50.4;0.0;1.0;0.0;0.0
6102;3;2014;3;3;56.5;66.8;59.3;52.3;48.2;45.8;0.0;0.0;1.0;0.0
6103;3;2014;3;3;61.9;69.5;63.6;56.9;50.1;46.6;0.0;0.0;0.0;1.0
6200;3;2014;3;4;61.7;70.5;64.8;59.1;54.2;50.5;1.0;0.0;0.0;0.0
6201;3;2014;3;4;60.2;68.3;63.4;57.9;53.2;49.8;0.0;1.0;0.0;0.0
6202;3;2014;3;4;54.9;65.8;57.9;50.0;45.4;43.6;0.0;0.0;1.0;0.0
6203;3;2014;3;4;60.1;69.4;63.6;56.7;47.7;44.2;0.0;0.0;0.0;1.0
6300;3;2014;3;5;62.2;70.7;64.8;58.6;53.9;50.5;1.0;0.0;0.0;0.0
6301;3;2014;3;5;60.2;69.3;63.0;57.4;53.4;50.3;0.0;1.0;0.0;0.0
6302;3;2014;3;5;55.9;66.6;58.9;51.1;45.6;42.1;0.0;0.0;1.0;0.0
6303;3;2014;3;5;60.6;69.6;63.5;56.6;48.7;43.5;0.0;0.0;0.0;1.0
6400;3;2014;3;6;61.4;70.3;64.2;58.5;54.0;51.2;1.0;0.0;0.0;0.0
6401;3;2014;3;6;61.4;69.1;64.0;59.3;55.5;53.1;0.0;1.0;0.0;0.0
6402;3;2014;3;6;56.1;66.5;59.3;51.7;46.4;42.6;0.0;0.0;1.0;0.0
6403;3;2014;3;6;60.3;69.4;63.4;57.2;49.7;44.1;0.0;0.0;0.0;1.0
6500;3;2014;3;7;60.0;70.6;63.0;55.7;51.3;48.4;1.0;0.0;0.0;0.0
6501;3;2014;3;7;57.9;67.8;61.2;53.6;47.9;44.2;0.0;0.0;1.0;0.0
6502;3;2014;3;7;57.9;68.2;60.9;53.4;47.9;44.2;0.0;0.0;0.0;1.0
6791;3;2014;3;10;60.5;68.6;63.2;58.0;54.0;51.6;1.0;0.0;0.0;0.0
6792;3;2014;3;10;59.8;68.4;62.6;57.0;53.0;50.1;0.0;1.0;0.0;0.0
6793;3;2014;3;10;60.1;68.4;62.9;57.4;53.0;48.9;0.0;0.0;0.0;1.0
6890;3;2014;3;11;60.7;69.5;63.9;58.0;53.0;49.5;1.0;0.0;0.0;0.0
